id,obligation_id,title,jurisdiction_level,jurisdiction,state,county,city,category,date,frequency,notes,sources,created_at,updated_at
2955,"ga-towns,-georgia-property-tax","Towns, Georgia County Property Tax",county,Towns,GA,Towns,,Property Tax,2025-12-31,annual,"Property tax assessment for Towns, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5980,"nd-traill,-north-dakota-business-license","Traill, North Dakota County Business License",county,Traill,ND,Traill,,Business License,2025-12-31,annual,"Business license renewal for Traill, North Dakota County, ND",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5981,"nd-traill,-north-dakota-property-tax","Traill, North Dakota County Property Tax",county,Traill,ND,Traill,,Property Tax,2025-12-31,annual,"Property tax assessment for Traill, North Dakota County, ND",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5858,"nc-transylvania,-north-carolina-business-license","Transylvania, North Carolina County Business License",county,Transylvania,NC,Transylvania,,Business License,2025-12-31,annual,"Business license renewal for Transylvania, North Carolina County, NC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5859,"nc-transylvania,-north-carolina-property-tax","Transylvania, North Carolina County Property Tax",county,Transylvania,NC,Transylvania,,Property Tax,2025-12-31,annual,"Property tax assessment for Transylvania, North Carolina County, NC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4686,"mn-traverse,-minnesota-business-license","Traverse, Minnesota County Business License",county,Traverse,MN,Traverse,,Business License,2025-12-31,annual,"Business license renewal for Traverse, Minnesota County, MN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4687,"mn-traverse,-minnesota-property-tax","Traverse, Minnesota County Property Tax",county,Traverse,MN,Traverse,,Property Tax,2025-12-31,annual,"Property tax assessment for Traverse, Minnesota County, MN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7402,"tx-travis,-texas-business-license","Travis, Texas County Business License",county,Travis,TX,Travis,,Business License,2025-12-31,annual,"Business license renewal for Travis, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7403,"tx-travis,-texas-property-tax","Travis, Texas County Property Tax",county,Travis,TX,Travis,,Property Tax,2025-12-31,annual,"Property tax assessment for Travis, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5202,"mt-treasure,-montana-business-license","Treasure, Montana County Business License",county,Treasure,MT,Treasure,,Business License,2025-12-31,annual,"Business license renewal for Treasure, Montana County, MT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5203,"mt-treasure,-montana-property-tax","Treasure, Montana County Property Tax",county,Treasure,MT,Treasure,,Property Tax,2025-12-31,annual,"Property tax assessment for Treasure, Montana County, MT",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3874,"ks-trego,-kansas-business-license","Trego, Kansas County Business License",county,Trego,KS,Trego,,Business License,2025-12-31,annual,"Business license renewal for Trego, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3875,"ks-trego,-kansas-property-tax","Trego, Kansas County Property Tax",county,Trego,KS,Trego,,Property Tax,2025-12-31,annual,"Property tax assessment for Trego, Kansas County, KS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
8120,"wi-trempealeau,-wisconsin-business-license","Trempealeau, Wisconsin County Business License",county,Trempealeau,WI,Trempealeau,,Business License,2025-12-31,annual,"Business license renewal for Trempealeau, Wisconsin County, WI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
8121,"wi-trempealeau,-wisconsin-property-tax","Trempealeau, Wisconsin County Property Tax",county,Trempealeau,WI,Trempealeau,,Property Tax,2025-12-31,annual,"Property tax assessment for Trempealeau, Wisconsin County, WI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2956,"ga-treutlen,-georgia-business-license","Treutlen, Georgia County Business License",county,Treutlen,GA,Treutlen,,Business License,2025-12-31,annual,"Business license renewal for Treutlen, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2957,"ga-treutlen,-georgia-property-tax","Treutlen, Georgia County Property Tax",county,Treutlen,GA,Treutlen,,Property Tax,2025-12-31,annual,"Property tax assessment for Treutlen, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4110,"ky-trigg,-kentucky-business-license","Trigg, Kentucky County Business License",county,Trigg,KY,Trigg,,Business License,2025-12-31,annual,"Business license renewal for Trigg, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4111,"ky-trigg,-kentucky-property-tax","Trigg, Kentucky County Property Tax",county,Trigg,KY,Trigg,,Property Tax,2025-12-31,annual,"Property tax assessment for Trigg, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4112,"ky-trimble,-kentucky-business-license","Trimble, Kentucky County Business License",county,Trimble,KY,Trimble,,Business License,2025-12-31,annual,"Business license renewal for Trimble, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4113,"ky-trimble,-kentucky-property-tax","Trimble, Kentucky County Property Tax",county,Trimble,KY,Trimble,,Property Tax,2025-12-31,annual,"Property tax assessment for Trimble, Kentucky County, KY",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2382,"ca-trinity,-california-business-license","Trinity, California County Business License",county,Trinity,CA,Trinity,,Business License,2025-12-31,annual,"Business license renewal for Trinity, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2383,"ca-trinity,-california-property-tax","Trinity, California County Property Tax",county,Trinity,CA,Trinity,,Property Tax,2025-12-31,annual,"Property tax assessment for Trinity, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7404,"tx-trinity,-texas-business-license","Trinity, Texas County Business License",county,Trinity,TX,Trinity,,Business License,2025-12-31,annual,"Business license renewal for Trinity, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7405,"tx-trinity,-texas-property-tax","Trinity, Texas County Property Tax",county,Trinity,TX,Trinity,,Property Tax,2025-12-31,annual,"Property tax assessment for Trinity, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6748,"sd-tripp,-south-dakota-business-license","Tripp, South Dakota County Business License",county,Tripp,SD,Tripp,,Business License,2025-12-31,annual,"Business license renewal for Tripp, South Dakota County, SD",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6749,"sd-tripp,-south-dakota-property-tax","Tripp, South Dakota County Property Tax",county,Tripp,SD,Tripp,,Property Tax,2025-12-31,annual,"Property tax assessment for Tripp, South Dakota County, SD",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2958,"ga-troup,-georgia-business-license","Troup, Georgia County Business License",county,Troup,GA,Troup,,Business License,2025-12-31,annual,"Business license renewal for Troup, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2959,"ga-troup,-georgia-property-tax","Troup, Georgia County Property Tax",county,Troup,GA,Troup,,Property Tax,2025-12-31,annual,"Property tax assessment for Troup, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6928,"tn-trousdale,-tennessee-business-license","Trousdale, Tennessee County Business License",county,Trousdale,TN,Trousdale,,Business License,2025-12-31,annual,"Business license renewal for Trousdale, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6929,"tn-trousdale,-tennessee-property-tax","Trousdale, Tennessee County Property Tax",county,Trousdale,TN,Trousdale,,Property Tax,2025-12-31,annual,"Property tax assessment for Trousdale, Tennessee County, TN",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6144,"oh-trumbull,-ohio-business-license","Trumbull, Ohio County Business License",county,Trumbull,OH,Trumbull,,Business License,2025-12-31,annual,"Business license renewal for Trumbull, Ohio County, OH",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6145,"oh-trumbull,-ohio-property-tax","Trumbull, Ohio County Property Tax",county,Trumbull,OH,Trumbull,,Property Tax,2025-12-31,annual,"Property tax assessment for Trumbull, Ohio County, OH",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7980,"wv-tucker,-west-virginia-business-license","Tucker, West Virginia County Business License",county,Tucker,WV,Tucker,,Business License,2025-12-31,annual,"Business license renewal for Tucker, West Virginia County, WV",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7981,"wv-tucker,-west-virginia-property-tax","Tucker, West Virginia County Property Tax",county,Tucker,WV,Tucker,,Property Tax,2025-12-31,annual,"Property tax assessment for Tucker, West Virginia County, WV",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2384,"ca-tulare,-california-business-license","Tulare, California County Business License",county,Tulare,CA,Tulare,,Business License,2025-12-31,annual,"Business license renewal for Tulare, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2385,"ca-tulare,-california-property-tax","Tulare, California County Property Tax",county,Tulare,CA,Tulare,,Property Tax,2025-12-31,annual,"Property tax assessment for Tulare, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6308,"ok-tulsa,-oklahoma-business-license","Tulsa, Oklahoma County Business License",county,Tulsa,OK,Tulsa,,Business License,2025-12-31,annual,"Business license renewal for Tulsa, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6309,"ok-tulsa,-oklahoma-property-tax","Tulsa, Oklahoma County Property Tax",county,Tulsa,OK,Tulsa,,Property Tax,2025-12-31,annual,"Property tax assessment for Tulsa, Oklahoma County, OK",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4848,"ms-tunica,-mississippi-business-license","Tunica, Mississippi County Business License",county,Tunica,MS,Tunica,,Business License,2025-12-31,annual,"Business license renewal for Tunica, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4849,"ms-tunica,-mississippi-property-tax","Tunica, Mississippi County Property Tax",county,Tunica,MS,Tunica,,Property Tax,2025-12-31,annual,"Property tax assessment for Tunica, Mississippi County, MS",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2386,"ca-tuolumne,-california-business-license","Tuolumne, California County Business License",county,Tuolumne,CA,Tuolumne,,Business License,2025-12-31,annual,"Business license renewal for Tuolumne, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2387,"ca-tuolumne,-california-property-tax","Tuolumne, California County Property Tax",county,Tuolumne,CA,Tuolumne,,Property Tax,2025-12-31,annual,"Property tax assessment for Tuolumne, California County, CA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2960,"ga-turner,-georgia-business-license","Turner, Georgia County Business License",county,Turner,GA,Turner,,Business License,2025-12-31,annual,"Business license renewal for Turner, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2961,"ga-turner,-georgia-property-tax","Turner, Georgia County Property Tax",county,Turner,GA,Turner,,Property Tax,2025-12-31,annual,"Property tax assessment for Turner, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6750,"sd-turner,-south-dakota-business-license","Turner, South Dakota County Business License",county,Turner,SD,Turner,,Business License,2025-12-31,annual,"Business license renewal for Turner, South Dakota County, SD",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6751,"sd-turner,-south-dakota-property-tax","Turner, South Dakota County Property Tax",county,Turner,SD,Turner,,Property Tax,2025-12-31,annual,"Property tax assessment for Turner, South Dakota County, SD",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2028,"al-tuscaloosa,-alabama-business-license","Tuscaloosa, Alabama County Business License",county,Tuscaloosa,AL,Tuscaloosa,,Business License,2025-12-31,annual,"Business license renewal for Tuscaloosa, Alabama County, AL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2029,"al-tuscaloosa,-alabama-property-tax","Tuscaloosa, Alabama County Property Tax",county,Tuscaloosa,AL,Tuscaloosa,,Property Tax,2025-12-31,annual,"Property tax assessment for Tuscaloosa, Alabama County, AL",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6146,"oh-tuscarawas,-ohio-business-license","Tuscarawas, Ohio County Business License",county,Tuscarawas,OH,Tuscarawas,,Business License,2025-12-31,annual,"Business license renewal for Tuscarawas, Ohio County, OH",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
6147,"oh-tuscarawas,-ohio-property-tax","Tuscarawas, Ohio County Property Tax",county,Tuscarawas,OH,Tuscarawas,,Property Tax,2025-12-31,annual,"Property tax assessment for Tuscarawas, Ohio County, OH",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4522,"mi-tuscola,-michigan-business-license","Tuscola, Michigan County Business License",county,Tuscola,MI,Tuscola,,Business License,2025-12-31,annual,"Business license renewal for Tuscola, Michigan County, MI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
4523,"mi-tuscola,-michigan-property-tax","Tuscola, Michigan County Property Tax",county,Tuscola,MI,Tuscola,,Property Tax,2025-12-31,annual,"Property tax assessment for Tuscola, Michigan County, MI",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2962,"ga-twiggs,-georgia-business-license","Twiggs, Georgia County Business License",county,Twiggs,GA,Twiggs,,Business License,2025-12-31,annual,"Business license renewal for Twiggs, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
2963,"ga-twiggs,-georgia-property-tax","Twiggs, Georgia County Property Tax",county,Twiggs,GA,Twiggs,,Property Tax,2025-12-31,annual,"Property tax assessment for Twiggs, Georgia County, GA",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3088,"id-twin-falls,-idaho-business-license","Twin Falls, Idaho County Business License",county,Twin Falls,ID,Twin Falls,,Business License,2025-12-31,annual,"Business license renewal for Twin Falls, Idaho County, ID",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
3089,"id-twin-falls,-idaho-property-tax","Twin Falls, Idaho County Property Tax",county,Twin Falls,ID,Twin Falls,,Property Tax,2025-12-31,annual,"Property tax assessment for Twin Falls, Idaho County, ID",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7406,"tx-tyler,-texas-business-license","Tyler, Texas County Business License",county,Tyler,TX,Tyler,,Business License,2025-12-31,annual,"Business license renewal for Tyler, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7407,"tx-tyler,-texas-property-tax","Tyler, Texas County Property Tax",county,Tyler,TX,Tyler,,Property Tax,2025-12-31,annual,"Property tax assessment for Tyler, Texas County, TX",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7982,"wv-tyler,-west-virginia-business-license","Tyler, West Virginia County Business License",county,Tyler,WV,Tyler,,Business License,2025-12-31,annual,"Business license renewal for Tyler, West Virginia County, WV",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
7983,"wv-tyler,-west-virginia-property-tax","Tyler, West Virginia County Property Tax",county,Tyler,WV,Tyler,,Property Tax,2025-12-31,annual,"Property tax assessment for Tyler, West Virginia County, WV",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
5860,"nc-tyrrell,-north-carolina-business-license","Tyrrell, North Carolina County Business License",county,Tyrrell,NC,Tyrrell,,Business License,2025-12-31,annual,"Business license renewal for Tyrrell, North Carolina County, NC",{},2025-09-30 15:19:41.616668,2025-09-30 15:19:41.616668
